Transaction_ID,Date,Transaction_Type,Category,Sub_Category,Description,Amount,Payment_Method,Account,Income_Source,Budget
TXN01235,2025-11-30,Expense,Healthcare,Lab Test,Lab Test,4244.0,Credit Card,SBI,Not Applicable,5000.0
TXN01236,2025-01-25,Expense,Insurance,Term Plan,Vehicle Insurance,13695.0,Cash,HDFC Bank,Not Applicable,12000.0
TXN01237,2025-05-08,Expense,Entertainment,Netflix Subscription,Spotify Subscription,1093.0,Debit Card,HDFC Bank,Not Applicable,4000.0
TXN01238,2025-09-26,Expense,Transportation,Metro,Metro Card Recharge,1146.0,Cash,SBI,Not Applicable,5000.0
TXN01239,2025-04-02,Expense,Transportation,Cab,Cab Ride,180.0,Bank Transfer,SBI,Not Applicable,5000.0
TXN01240,2025-12-25,Expense,Entertainment,Movies,Netflix Subscription,780.0,Cash,SBI,Not Applicable,4000.0
TXN01241,2025-09-29,Expense,Food,Restaurants,Coffee At Cafe,135.0,Debit Card,SBI,Not Applicable,8000.0
TXN01242,2025-12-12,Expense,Other,Donation,Subscription Fee,724.0,Net Banking,SBI,Not Applicable,5000.0
TXN01243,2025-12-13,Expense,Bills & Utilities,Electricity,Broadband Bill,4072.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN01244,2025-02-09,Expense,Food,Cafe,Coffee At Cafe,1316.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN01245,2025-06-17,Expense,Food,Food Delivery,Food Delivery Order,301.0,Credit Card,Axis Bank,Not Applicable,8000.0
TXN01246,2025-09-29,Expense,Personal Care,Gym Membership,Gym Membership,433.0,Debit Card,ICICI Bank,Not Applicable,4000.0
TXN01247,2025-01-04,Expense,Bills & Utilities,Mobile,Broadband Bill,1900.0,Debit Card,Cash Wallet,Not Applicable,6000.0
TXN01248,2025-06-14,Expense,Transportation,Cab,Metro Card Recharge,801.0,Bank Transfer,HDFC Bank,Not Applicable,5000.0
TXN01249,2025-09-09,Expense,Shopping,Clothing,New Electronics,2136.0,UPI,HDFC Bank,Not Applicable,10000.0
TXN01250,2025-10-17,Expense,Food,Cafe,Restaurant Dinner,1322.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN01251,2025-06-01,Expense,Food,Fast Food,Weekend Brunch,1127.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN01252,2025-11-12,Expense,Shopping,Clothing,Flipkart Order,5710.0,Debit Card,Cash Wallet,Not Applicable,10000.0
TXN01253,2025-09-03,Expense,Travel,Flight,Train Ticket,11293.0,Debit Card,Axis Bank,Not Applicable,15000.0
TXN01254,2025-01-17,Expense,Groceries,Vegetables & Fruits,Vegetables & Fruits,4177.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN01255,2025-04-12,Expense,Bills & Utilities,Electricity,Mobile Recharge,3946.0,Debit Card,Cash Wallet,Not Applicable,6000.0
TXN01256,2025-12-09,Expense,Bills & Utilities,Water,Internet Bill,2056.0,Credit Card,HDFC Bank,Not Applicable,6000.0
TXN01257,2025-01-01,Expense,Shopping,Online Shopping,Amazon Purchase,5421.0,Debit Card,HDFC Bank,Not Applicable,10000.0
TXN01258,2025-02-09,Expense,Shopping,Electronics,Accessories Purchase,3328.0,Credit Card,Axis Bank,Not Applicable,10000.0
TXN01259,2025-05-06,Expense,Personal Care,Gym Membership,Skincare Products,743.0,Bank Transfer,SBI,Not Applicable,4000.0
TXN01260,2025-12-29,Expense,Education,College Fees,Books Purchase,4567.0,Debit Card,ICICI Bank,Not Applicable,15000.0
TXN01261,2025-09-15,Expense,Healthcare,Lab Test,Medicine Purchase,5016.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN01262,2025-02-23,Expense,Shopping,Accessories,Accessories Purchase,3482.0,UPI,Axis Bank,Not Applicable,10000.0
TXN01263,2025-05-24,Expense,Bills & Utilities,Electricity,Internet Bill,4606.0,UPI,SBI,Not Applicable,6000.0
TXN01264,2025-12-09,Expense,Transportation,Vehicle Maintenance,Fuel Top-up,1878.0,Net Banking,Axis Bank,Not Applicable,5000.0
TXN01265,2025-03-21,Expense,Food,Fast Food,Restaurant Dinner,986.0,Cash,SBI,Not Applicable,8000.0
TXN01266,2025-07-30,Expense,Transportation,Bus,Car Service,751.0,Cash,HDFC Bank,Not Applicable,5000.0
TXN01267,2025-06-19,Expense,Food,Cafe,Coffee At Cafe,956.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN01268,2025-10-05,Expense,Food,Food Delivery,Fast Food Lunch,832.0,UPI,SBI,Not Applicable,8000.0
TXN01269,2025-10-02,Expense,Rent,Monthly Rent,House Rent,19084.0,Bank Transfer,ICICI Bank,Not Applicable,20000.0
TXN01270,2025-11-01,Expense,Other,Gifts,Gift Purchase,2803.0,UPI,SBI,Not Applicable,5000.0
TXN01271,2025-02-13,Expense,Rent,Monthly Rent,House Rent,23986.0,Net Banking,ICICI Bank,Not Applicable,20000.0
TXN01272,2025-06-15,Expense,Bills & Utilities,Mobile,Internet Bill,3396.0,UPI,ICICI Bank,Not Applicable,6000.0
TXN01273,2025-09-10,Expense,Transportation,Bus,Cab Ride,1628.0,Credit Card,SBI,Not Applicable,5000.0
TXN01274,2025-06-02,Expense,Food,Restaurants,Coffee At Cafe,89.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN01275,2025-09-01,Expense,Bills & Utilities,Internet,Electricity Bill,1596.0,Net Banking,Axis Bank,Not Applicable,6000.0
TXN01276,2025-08-21,Expense,Shopping,Accessories,Online Shopping,11037.0,Credit Card,ICICI Bank,Not Applicable,10000.0
TXN01277,2025-05-16,Expense,Other,Subscriptions,Subscription Fee,1025.0,Net Banking,Axis Bank,Not Applicable,5000.0
TXN01278,2025-02-06,Expense,Food,Restaurants,Weekend Brunch,777.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN01279,2025-12-21,Expense,Transportation,Vehicle Maintenance,Fuel Top-up,824.0,Credit Card,HDFC Bank,Not Applicable,5000.0
TXN01280,2025-10-29,Expense,Transportation,Bus,Uber Ride,2114.0,Cash,Axis Bank,Not Applicable,5000.0
TXN01281,2025-11-23,Expense,Bills & Utilities,Electricity,Internet Bill,517.0,Credit Card,ICICI Bank,Not Applicable,6000.0
TXN01282,2025-04-20,Expense,Groceries,Monthly Grocery,Monthly Grocery,2747.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN01283,2025-04-26,Expense,Bills & Utilities,Internet,Mobile Recharge,2732.0,Credit Card,Axis Bank,Not Applicable,6000.0
TXN01284,2025-04-29,Expense,Rent,Monthly Rent,Monthly Rent Payment,17564.0,Bank Transfer,HDFC Bank,Not Applicable,20000.0
TXN01285,2025-01-12,Expense,Transportation,Fuel,Car Service,1374.0,Cash,Cash Wallet,Not Applicable,5000.0
TXN01286,2025-03-03,Expense,Travel,Train,Train Ticket,27266.0,Credit Card,SBI,Not Applicable,15000.0
TXN01287,2025-04-23,Expense,Bills & Utilities,Mobile,Internet Bill,1141.0,Debit Card,Cash Wallet,Not Applicable,6000.0
TXN01288,2025-12-27,Expense,Groceries,Vegetables & Fruits,Monthly Grocery,3765.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN01289,2025-03-16,Expense,Entertainment,Netflix Subscription,Concert Ticket,1097.0,Net Banking,Axis Bank,Not Applicable,4000.0
TXN01290,2025-07-05,Expense,Food,Food Delivery,Coffee At Cafe,255.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN01291,2025-07-19,Expense,Personal Care,Salon,Gym Membership,970.0,Debit Card,Axis Bank,Not Applicable,4000.0
TXN01292,2025-05-12,Expense,Bills & Utilities,Internet,Electricity Bill,948.0,Credit Card,HDFC Bank,Not Applicable,6000.0
TXN01293,2025-12-02,Expense,Food,Cafe,Weekend Brunch,366.0,Net Banking,SBI,Not Applicable,8000.0
TXN01294,2025-02-04,Expense,Groceries,Dairy & Bakery,Vegetables & Fruits,977.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN01295,2025-11-14,Expense,Bills & Utilities,Water,Water Bill,409.0,Cash,ICICI Bank,Not Applicable,6000.0
TXN01296,2025-09-29,Expense,Rent,Monthly Rent,Monthly Rent Payment,23521.0,Credit Card,SBI,Not Applicable,20000.0
TXN01297,2025-04-22,Expense,Groceries,Monthly Grocery,Monthly Grocery,1134.0,Cash,SBI,Not Applicable,8000.0
TXN01298,2025-10-08,Expense,Transportation,Metro,Uber Ride,1607.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN01299,2025-06-06,Expense,Transportation,Bus,Cab Ride,1482.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN01300,2025-12-21,Expense,Healthcare,Medical Consultation,Medicine Purchase,5539.0,Credit Card,SBI,Not Applicable,5000.0
TXN01301,2025-01-14,Expense,Shopping,Accessories,Amazon Purchase,7364.0,Net Banking,Axis Bank,Not Applicable,10000.0
TXN01302,2025-01-11,Expense,Shopping,Accessories,Online Shopping,10223.0,Net Banking,HDFC Bank,Not Applicable,10000.0
TXN01303,2025-07-18,Expense,Entertainment,Music,Movie Ticket,2999.0,Credit Card,SBI,Not Applicable,4000.0
TXN01304,2025-12-06,Expense,Shopping,Electronics,Clothing Shopping,3590.0,Net Banking,Axis Bank,Not Applicable,10000.0
TXN01305,2025-01-24,Expense,Rent,Monthly Rent,Monthly Rent Payment,18583.0,Credit Card,Axis Bank,Not Applicable,20000.0
TXN01306,2025-10-11,Expense,Groceries,Monthly Grocery,Monthly Grocery,2087.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN01307,2025-12-09,Expense,Personal Care,Salon,Haircut At Salon,1802.0,Net Banking,SBI,Not Applicable,4000.0
TXN01308,2025-06-27,Expense,Food,Food Delivery,Fast Food Lunch,388.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN01309,2025-11-13,Expense,Bills & Utilities,Electricity,Electricity Bill,4724.0,Debit Card,Cash Wallet,Not Applicable,6000.0
TXN01310,2025-10-04,Expense,Groceries,Vegetables & Fruits,Vegetables & Fruits,4174.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN01311,2025-03-20,Expense,Bills & Utilities,Water,Broadband Bill,1056.0,Debit Card,Axis Bank,Not Applicable,6000.0
TXN01312,2025-11-08,Expense,Personal Care,Gym Membership,Skincare Products,1156.0,Debit Card,Cash Wallet,Not Applicable,4000.0
TXN01313,2025-09-13,Expense,Rent,Monthly Rent,Monthly Rent Payment,21317.0,Debit Card,SBI,Not Applicable,20000.0
TXN01314,2025-01-05,Expense,Groceries,Monthly Grocery,Monthly Grocery,4832.0,Credit Card,SBI,Not Applicable,8000.0
TXN01315,2025-07-27,Expense,Entertainment,Concerts,Netflix Subscription,1187.0,Bank Transfer,Axis Bank,Not Applicable,4000.0
TXN01316,2025-08-27,Expense,Entertainment,Gaming,Netflix Subscription,2596.0,Debit Card,HDFC Bank,Not Applicable,4000.0
TXN01317,2025-10-20,Expense,Education,Books & Materials,Tuition Fees,13756.0,Cash,Cash Wallet,Not Applicable,15000.0
TXN01318,2025-10-09,Expense,Education,Course Fee,Certification Fee,16734.0,Cash,Axis Bank,Not Applicable,15000.0
TXN01319,2025-06-23,Expense,Transportation,Metro,Car Service,633.0,Bank Transfer,Cash Wallet,Not Applicable,5000.0
TXN01320,2025-04-20,Expense,Transportation,Vehicle Maintenance,Metro Card Recharge,2154.0,Cash,SBI,Not Applicable,5000.0
TXN01321,2025-03-11,Expense,Shopping,Accessories,Accessories Purchase,2326.0,Net Banking,HDFC Bank,Not Applicable,10000.0
TXN01322,2025-02-02,Expense,Rent,Monthly Rent,House Rent,15064.0,Credit Card,SBI,Not Applicable,20000.0
TXN01323,2025-08-22,Expense,Shopping,Clothing,Amazon Purchase,858.0,Credit Card,Axis Bank,Not Applicable,10000.0
TXN01324,2025-12-17,Expense,Entertainment,Concerts,Spotify Subscription,1054.0,UPI,Axis Bank,Not Applicable,4000.0
TXN01325,2025-01-30,Expense,Education,Online Course,Books Purchase,12162.0,Debit Card,ICICI Bank,Not Applicable,15000.0
TXN01326,2025-09-14,Expense,Groceries,Supermarket,Vegetables & Fruits,5509.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN01327,2025-08-02,Expense,Shopping,Clothing,Accessories Purchase,4033.0,UPI,HDFC Bank,Not Applicable,10000.0
TXN01328,2025-03-04,Expense,Entertainment,Netflix Subscription,Gaming Purchase,2770.0,Credit Card,SBI,Not Applicable,4000.0
TXN01329,2025-03-19,Expense,Food,Restaurants,Coffee At Cafe,1079.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN01330,2025-04-14,Expense,Education,Course Fee,Online Course Fee,5041.0,Credit Card,Cash Wallet,Not Applicable,15000.0
TXN01331,2025-09-08,Expense,Shopping,Electronics,New Electronics,3009.0,Cash,ICICI Bank,Not Applicable,10000.0
TXN01332,2025-04-20,Expense,Groceries,Dairy & Bakery,Monthly Grocery,741.0,UPI,Axis Bank,Not Applicable,8000.0
TXN01333,2025-10-30,Expense,Groceries,Vegetables & Fruits,Monthly Grocery,4360.0,Cash,Cash Wallet,Not Applicable,8000.0
TXN01334,2025-05-15,Expense,Transportation,Bus,Cab Ride,551.0,Cash,Cash Wallet,Not Applicable,5000.0
TXN01335,2025-02-09,Expense,Transportation,Cab,Petrol Refill,1291.0,Credit Card,Axis Bank,Not Applicable,5000.0
TXN01336,2025-02-04,Expense,Education,Course Fee,Tuition Fees,23067.0,Debit Card,SBI,Not Applicable,15000.0
TXN01337,2025-05-27,Expense,Groceries,Grooming,Gym Membership,1978.0,Cash,SBI,Not Applicable,8000.0
TXN01338,2025-05-29,Expense,Bills & Utilities,Mobile,Mobile Recharge,3082.0,Credit Card,ICICI Bank,Not Applicable,6000.0
TXN01339,2025-09-25,Expense,Food,Restaurants,Team Lunch,146.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN01340,2025-06-24,Expense,Education,Books & Materials,Unknown,22498.0,Credit Card,Axis Bank,Not Applicable,15000.0
TXN01341,2025-03-01,Expense,Personal Care,Salon,Grooming Kit,874.0,Net Banking,SBI,Not Applicable,4000.0
TXN01342,2025-03-19,Expense,Shopping,Clothing,New Electronics,3327.0,Debit Card,HDFC Bank,Not Applicable,10000.0
TXN01343,2025-07-26,Expense,Transportation,Vehicle Maintenance,Car Service,440.0,Net Banking,Axis Bank,Not Applicable,5000.0
TXN01344,2025-05-02,Expense,Transportation,Vehicle Maintenance,Fuel Top-up,1418.0,Debit Card,Axis Bank,Not Applicable,5000.0
TXN01345,2025-09-03,Expense,Groceries,Supermarket,Dairy Products,3521.0,Credit Card,Axis Bank,Not Applicable,8000.0
TXN01346,2025-12-03,Expense,Education,Books & Materials,Books Purchase,5047.0,UPI,Axis Bank,Not Applicable,15000.0
TXN01347,2025-05-10,Expense,Shopping,Clothing,Clothing Shopping,11102.0,UPI,SBI,Not Applicable,10000.0
TXN01348,2025-07-21,Expense,Entertainment,Gaming,Netflix Subscription,937.0,Debit Card,SBI,Not Applicable,4000.0
TXN01349,2025-10-31,Expense,Shopping,Accessories,Clothing Shopping,5707.0,Debit Card,Cash Wallet,Not Applicable,10000.0
TXN01350,2025-03-18,Expense,Other,Donation,Donation,1515.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN01351,2025-07-06,Expense,Shopping,Clothing,Online Shopping,2506.0,Net Banking,ICICI Bank,Not Applicable,10000.0
TXN01352,2025-04-22,Expense,Bills & Utilities,Mobile,Internet Bill,4685.0,UPI,HDFC Bank,Not Applicable,6000.0
TXN01353,2025-08-17,Expense,Groceries,Vegetables & Fruits,Supermarket Bill,5655.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN01354,2025-09-29,Expense,Food,Internet,Electricity Bill,1915.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN01355,2025-02-21,Expense,Other,Gifts,Miscellaneous Expense,2099.0,Cash,Cash Wallet,Not Applicable,5000.0
TXN01356,2025-03-10,Expense,Groceries,Dairy & Bakery,Supermarket Bill,3598.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN01357,2025-01-09,Expense,Food,Fast Food,Team Lunch,1252.0,Cash,SBI,Not Applicable,8000.0
TXN01358,2025-01-05,Expense,Transportation,Bus,Car Service,1299.0,Credit Card,Axis Bank,Not Applicable,5000.0
TXN01359,2025-01-19,Expense,Transportation,Vehicle Maintenance,Bus Ticket,1896.0,Cash,SBI,Not Applicable,5000.0
TXN01360,2025-09-15,Expense,Food,Food Delivery,Restaurant Dinner,934.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN01361,2025-11-26,Expense,Food,Food Delivery,Coffee At Cafe,964.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN01362,2025-05-30,Expense,Bills & Utilities,Internet,Internet Bill,2897.0,Cash,ICICI Bank,Not Applicable,6000.0
TXN01363,2025-11-19,Expense,Bills & Utilities,Electricity,Electricity Bill,4608.0,Credit Card,ICICI Bank,Not Applicable,6000.0
TXN01364,2025-09-24,Expense,Shopping,Online Shopping,Online Shopping,3024.0,Credit Card,SBI,Not Applicable,10000.0
TXN01365,2025-10-22,Expense,Personal Care,Gym Membership,Grooming Kit,355.0,Cash,SBI,Not Applicable,4000.0
TXN01366,2025-09-28,Expense,Transportation,Fuel,Bus Ticket,1573.0,Bank Transfer,HDFC Bank,Not Applicable,5000.0
TXN01367,2025-03-14,Expense,Shopping,Accessories,Accessories Purchase,4309.0,Bank Transfer,SBI,Not Applicable,10000.0
TXN01368,2025-07-11,Expense,Personal Care,Grooming,Grooming Kit,2704.0,Debit Card,Axis Bank,Not Applicable,4000.0
TXN01369,2025-07-11,Expense,Entertainment,Netflix Subscription,Netflix Subscription,1501.0,UPI,Axis Bank,Not Applicable,4000.0
TXN01370,2025-08-23,Expense,Food,Restaurants,Coffee At Cafe,541.0,UPI,ICICI Bank,Not Applicable,8000.0
TXN01371,2025-10-18,Expense,Bills & Utilities,Mobile,Electricity Bill,4959.0,Credit Card,ICICI Bank,Not Applicable,6000.0
TXN01372,2025-02-11,Expense,Food,Food Delivery,Team Lunch,1001.0,Debit Card,SBI,Not Applicable,8000.0
TXN01373,2025-09-04,Expense,Shopping,Accessories,Flipkart Order,1928.0,Net Banking,Cash Wallet,Not Applicable,10000.0
TXN01374,2025-11-01,Expense,Travel,Hotel,Weekend Getaway,33814.0,Cash,Cash Wallet,Not Applicable,15000.0
TXN01375,2025-02-12,Expense,Transportation,Fuel,Fuel Top-up,521.0,UPI,Axis Bank,Not Applicable,5000.0
TXN01376,2025-06-01,Expense,Rent,Monthly Rent,Monthly Rent Payment,18868.0,Debit Card,Axis Bank,Not Applicable,20000.0
TXN01377,2025-11-23,Expense,Bills & Utilities,Mobile,Electricity Bill,3467.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN01378,2025-01-09,Expense,Personal Care,Gym Membership,Haircut At Salon,1685.0,Debit Card,Cash Wallet,Not Applicable,4000.0
TXN01379,2025-02-28,Expense,Healthcare,Lab Test,Medical Checkup,5548.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN01380,2025-10-21,Expense,Entertainment,Movies,Spotify Subscription,2927.0,Net Banking,ICICI Bank,Not Applicable,4000.0
TXN01381,2025-03-04,Expense,Shopping,Accessories,Accessories Purchase,6743.0,Bank Transfer,SBI,Not Applicable,10000.0
TXN01382,2025-09-14,Expense,Transportation,Vehicle Maintenance,Metro Card Recharge,1175.0,Debit Card,HDFC Bank,Not Applicable,5000.0
TXN01383,2025-11-25,Expense,Food,Food Delivery,Restaurant Dinner,1400.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN01384,2025-07-01,Expense,Food,Food Delivery,Coffee At Cafe,428.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN01385,2025-06-26,Expense,Personal Care,Gym Membership,Gym Membership,1456.0,Credit Card,SBI,Not Applicable,4000.0
TXN01386,2025-06-06,Expense,Food,Fast Food,Fast Food Lunch,254.0,Debit Card,HDFC Bank,Not Applicable,8000.0
TXN01387,2025-05-17,Expense,Healthcare,Medical Consultation,Doctor Consultation,1093.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN01388,2025-05-19,Expense,Bills & Utilities,Water,Unknown,321.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN01389,2025-07-22,Expense,Transportation,Vehicle Maintenance,Car Service,2293.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN01390,2025-11-23,Expense,Bills & Utilities,Water,Water Bill,3247.0,Net Banking,HDFC Bank,Not Applicable,6000.0
TXN01391,2025-12-25,Expense,Food,Cafe,Coffee At Cafe,882.0,Credit Card,HDFC Bank,Not Applicable,8000.0
TXN01392,2025-11-13,Expense,Shopping,Clothing,Flipkart Order,3505.0,Bank Transfer,ICICI Bank,Not Applicable,10000.0
TXN01393,2025-02-13,Expense,Entertainment,Movies,Gaming Purchase,724.0,Cash,HDFC Bank,Not Applicable,4000.0
TXN01394,2025-04-22,Expense,Groceries,Supermarket,Dairy Products,842.0,Debit Card,SBI,Not Applicable,8000.0
TXN01395,2025-10-04,Expense,Groceries,Vegetables & Fruits,Monthly Grocery,5317.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN01396,2025-07-19,Expense,Bills & Utilities,Water,Mobile Recharge,1212.0,Bank Transfer,Axis Bank,Not Applicable,6000.0
TXN01397,2025-05-03,Expense,Education,Course Fee,College Fees,22256.0,Bank Transfer,SBI,Not Applicable,15000.0
TXN01398,2025-04-24,Expense,Food,Cafe,Fast Food Lunch,1315.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN01399,2025-02-12,Expense,Rent,Monthly Rent,Monthly Rent Payment,23378.0,Bank Transfer,ICICI Bank,Not Applicable,20000.0
TXN01400,2025-05-02,Expense,Groceries,Monthly Grocery,Dairy Products,4661.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN01401,2025-06-04,Expense,Travel,Train,Trip Package,29793.0,Credit Card,Axis Bank,Not Applicable,15000.0
TXN01402,2025-06-01,Expense,Shopping,Online Shopping,Online Shopping,4851.0,Bank Transfer,Cash Wallet,Not Applicable,10000.0
TXN01403,2025-07-20,Expense,Food,Restaurants,Fast Food Lunch,868.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN01404,2025-04-10,Expense,Education,Course Fee,Certification Fee,11761.0,Credit Card,ICICI Bank,Not Applicable,15000.0
TXN01405,2025-03-17,Expense,Entertainment,Music,Spotify Subscription,1813.0,Net Banking,SBI,Not Applicable,4000.0
TXN01406,2025-11-20,Expense,Transportation,Vehicle Maintenance,Bus Ticket,277.0,Credit Card,Axis Bank,Not Applicable,5000.0
TXN01407,2025-05-28,Expense,Education,Books & Materials,Certification Fee,9051.0,Net Banking,HDFC Bank,Not Applicable,15000.0
TXN01408,2025-04-03,Expense,Entertainment,Movies,Netflix Subscription,989.0,Bank Transfer,Cash Wallet,Not Applicable,4000.0
TXN01409,2025-08-21,Expense,Shopping,Clothing,Clothing Shopping,3385.0,Debit Card,Cash Wallet,Not Applicable,10000.0
TXN01410,2025-07-17,Expense,Entertainment,Netflix Subscription,Concert Ticket,1279.0,Debit Card,ICICI Bank,Not Applicable,4000.0
TXN01411,2025-07-30,Expense,Personal Care,Salon,Haircut At Salon,1119.0,Debit Card,ICICI Bank,Not Applicable,4000.0
TXN01412,2025-03-22,Expense,Entertainment,Movies,Spotify Subscription,267.0,Bank Transfer,SBI,Not Applicable,4000.0
TXN01413,2025-09-21,Expense,Food,Restaurants,Team Lunch,1388.0,Cash,Axis Bank,Not Applicable,8000.0
TXN01414,2025-03-12,Expense,Shopping,Electronics,New Electronics,9040.0,Net Banking,SBI,Not Applicable,10000.0
TXN01415,2025-11-02,Expense,Transportation,Metro,Bus Ticket,1950.0,Debit Card,SBI,Not Applicable,5000.0
TXN01416,2025-06-04,Expense,Entertainment,Concerts,Movie Ticket,940.0,Net Banking,Cash Wallet,Not Applicable,4000.0
TXN01417,2025-05-30,Expense,Food,Fast Food,Food Delivery Order,907.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN01418,2025-05-22,Expense,Food,Fast Food,Weekend Brunch,1143.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN01419,2025-06-04,Expense,Transportation,Cab,Uber Ride,1895.0,Bank Transfer,ICICI Bank,Not Applicable,5000.0
